timestamp,modality,participant,action,details,comment,group
2023-11-30 15:47:53.744000+00:00,Touch,BLUE,close,document 1058,,G3
2023-11-30 15:48:03.668000+00:00,Touch,BLUE,open,document 1046,,G3
2023-11-30 15:48:04.767000+00:00,Touch,BLUE,close,document 1046,,G3
2023-11-30 15:48:08.797000+00:00,Touch,BLUE,open,document 1053,,G3
2023-11-30 15:48:09.746000+00:00,Touch,GREEN,open,document 1060,,G3
2023-11-30 15:48:10.275000+00:00,Touch,BLUE,select,document 1053,,G3
2023-11-30 15:48:26.396000+00:00,Touch,BLUE,tag,all selected articles with tag: BETTY,,G3
2023-11-30 15:48:26.397000+00:00,Voice,BLUE,assign,tag betty,,G3
2023-11-30 15:48:32.048000+00:00,Touch,GREEN,close,document 1060,,G3
2023-11-30 15:48:33.519000+00:00,Touch,GREEN,close,document 1042,,G3
2023-11-30 15:48:33.599000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:48:35.195000+00:00,Touch,GREEN,open,document 1008,,G3
2023-11-30 15:48:35.773000+00:00,Touch,BLUE,add,tag,,G3
2023-11-30 15:48:47.378000+00:00,Touch,BLUE,untag,all selected articles with tag: BETTY,,G3
2023-11-30 15:48:47.379000+00:00,Voice,BLUE,remove,tag betty,,G3
2023-11-30 15:48:56.093000+00:00,Touch,BLUE,open,document 1037,,G3
2023-11-30 15:49:18.520000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:49:36.887000+00:00,Touch,BLUE,open,document 1058,,G3
2023-11-30 15:50:03.544000+00:00,Touch,BLUE,open,document 1010,,G3
2023-11-30 15:50:12.271000+00:00,Touch,GREEN,open,document 1042,,G3
2023-11-30 15:50:39.935000+00:00,Touch,GREEN,close,document 1042,,G3
2023-11-30 15:50:41.659000+00:00,Touch,BLUE,open,document 1061,,G3
2023-11-30 15:50:53.175000+00:00,Touch,BLUE,select,document 1061,,G3
2023-11-30 15:50:56.799000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:51:06.412000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 15:51:16.230000+00:00,Touch,BLUE,close,document 1061,,G3
2023-11-30 15:51:28.733000+00:00,Touch,GREEN,highlight,"sentence 'The amount the Humane Society asked Council to approve, which it did, in 2004 was $1,815 per month' in document 1008",,G3
2023-11-30 15:51:30.228000+00:00,Touch,GREEN,clear,"sentence 'The amount the Humane Society asked Council to approve, which it did, in 2004 was $1,815 per month' in document 1008",,G3
2023-11-30 15:51:34.949000+00:00,Touch,GREEN,close,document 1008,,G3
2023-11-30 15:51:38.598000+00:00,Touch,GREEN,open,document 1004,,G3
2023-11-30 15:52:11.875000+00:00,Touch,BLUE,close,document 1004,,G3
2023-11-30 15:52:11.960000+00:00,Touch,BLUE,open,document 1004,,G3
2023-11-30 15:52:11.960000+00:00,Touch,BLUE,moved,document 1004,,G3
2023-11-30 15:52:13.443000+00:00,Touch,BLUE,moved,document 1004,,G3
2023-11-30 15:52:13.950000+00:00,Voice,GREEN,searching,flowers,,G3
2023-11-30 15:52:14.665000+00:00,Touch,BLUE,close,document 1004,,G3
2023-11-30 15:52:20.558000+00:00,Touch,BLUE,open,document 1056,,G3
2023-11-30 15:52:21.064000+00:00,Touch,BLUE,moved,document 1056,,G3
2023-11-30 15:52:21.161000+00:00,Touch,BLUE,moved,document 1041,,G3
2023-11-30 15:52:21.695000+00:00,Touch,BLUE,moved,document 1056,,G3
2023-11-30 15:52:21.936000+00:00,Touch,BLUE,open,document 1041,,G3
2023-11-30 15:52:22.056000+00:00,Touch,BLUE,moved,document 1056,,G3
2023-11-30 15:52:23.015000+00:00,Touch,BLUE,close,document 1041,,G3
2023-11-30 15:52:23.044000+00:00,Touch,BLUE,moved,document 1056,,G3
2023-11-30 15:52:23.874000+00:00,Touch,BLUE,close,document 1056,,G3
2023-11-30 15:52:25.020000+00:00,Touch,BLUE,open,document 1040,,G3
2023-11-30 15:52:35.238000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:52:42.221000+00:00,Voice,GREEN,searching,Rodriguez,,G3
2023-11-30 15:52:49.667000+00:00,Touch,GREEN,close,document 1053,,G3
2023-11-30 15:52:51.597000+00:00,Touch,GREEN,close,document 1058,,G3
2023-11-30 15:52:56.371000+00:00,Touch,GREEN,close,document 1037,,G3
2023-11-30 15:52:57.535000+00:00,Touch,GREEN,open,document 1048,,G3
2023-11-30 15:53:01.073000+00:00,Touch,BLUE,close,document 1040,,G3
2023-11-30 15:53:01.996000+00:00,Touch,BLUE,open,document 1040,,G3
2023-11-30 15:53:02.417000+00:00,Touch,GREEN,moved,document 1048,,G3
2023-11-30 15:53:15.171000+00:00,Touch,GREEN,moved,document 1048,,G3
2023-11-30 15:53:26.984000+00:00,Touch,BLUE,close,document 1040,,G3
2023-11-30 15:53:33.819000+00:00,Touch,BLUE,open,document 1044,,G3
2023-11-30 15:53:45.271000+00:00,Touch,BLUE,close,document 1044,,G3
2023-11-30 15:53:48.370000+00:00,Touch,BLUE,open,document 1054,,G3
2023-11-30 15:53:53.231000+00:00,Voice,GREEN,searching,Grizzlies,,G3
2023-11-30 15:53:57.448000+00:00,Voice,GREEN,searching,Chile,,G3
2023-11-30 15:54:03.741000+00:00,Voice,GREEN,searching,casino,,G3
2023-11-30 15:54:08.064000+00:00,Voice,BLUE,searching,Kazuhiro,"Partner was having problems with voice, so he tried to do it and it worked well",G3
2023-11-30 15:54:12.211000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:54:13.049000+00:00,Touch,GREEN,open,document 1053,,G3
2023-11-30 15:54:23.518000+00:00,Touch,GREEN,close,document 1053,,G3
2023-11-30 15:54:26.264000+00:00,Touch,BLUE,close,document 1054,,G3
2023-11-30 15:54:27.178000+00:00,Touch,GREEN,close,document 1048,,G3
2023-11-30 15:54:28.973000+00:00,Touch,GREEN,open,document 1037,,G3
2023-11-30 15:54:30.170000+00:00,Touch,GREEN,open,document 1036,,G3
2023-11-30 15:54:30.596000+00:00,Touch,GREEN,close,document 1036,,G3
2023-11-30 15:54:30.644000+00:00,Touch,GREEN,moved,document 1036,,G3
2023-11-30 15:54:33.006000+00:00,Touch,GREEN,open,document 1036,,G3
2023-11-30 15:54:39.459000+00:00,Voice,GREEN,searching,ricin,,G3
2023-11-30 15:54:43.459000+00:00,Voice,GREEN,searching,ricin,,G3
2023-11-30 15:54:49.143000+00:00,Voice,BLUE,searching,address,,G3
2023-11-30 15:54:57.561000+00:00,Voice,GREEN,searching,gary,,G3
2023-11-30 15:55:00.499000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:55:05.865000+00:00,Voice,BLUE,searching,casino,,G3
2023-11-30 15:55:08.450000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:55:13.419000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:55:20.246000+00:00,Touch,GREEN,searching,PRADO,Switched to touch after searching with speech failed,G3
2023-11-30 15:55:35.686000+00:00,Touch,BLUE,searching,KAZUHIRO,Switched to touch after searching with speech failed,G3
2023-11-30 15:55:48.835000+00:00,Touch,GREEN,moved,document 1037,,G3
2023-11-30 15:56:10.648000+00:00,Touch,GREEN,resized,document 1037,,G3
2023-11-30 15:56:11.347000+00:00,Touch,GREEN,resized,document 1037,,G3
2023-11-30 15:56:12.239000+00:00,Touch,GREEN,resized,document 1037,,G3
2023-11-30 15:56:13.052000+00:00,Touch,GREEN,moved,document 1037,,G3
2023-11-30 15:56:14.893000+00:00,Touch,GREEN,select,document 1030,,G3
2023-11-30 15:56:15.526000+00:00,Touch,GREEN,resized,document 1037,,G3
2023-11-30 15:56:15.636000+00:00,Touch,GREEN,deselect,document 1030,,G3
2023-11-30 15:56:23.221000+00:00,Touch,GREEN,stopped,scrolling Document 1037,,G3
2023-11-30 15:56:27.749000+00:00,Touch,BLUE,highlight,sentence 'The impact caused several cases of apples' in document 1010,,G3
2023-11-30 15:56:27.837000+00:00,Touch,BLUE,highlight,sentence 'An affidavit filed by the Coast Guard Investigative Service states that the ship's engineer and second engineer told investigators that the captain failed to take action after two previous failures of the bow thruster.' in document 1010,,G3
2023-11-30 15:56:29.823000+00:00,Touch,BLUE,select,document 1010,,G3
2023-11-30 15:56:32.446000+00:00,Touch,BLUE,tag,all selected articles with tag: APPLE,,G3
2023-11-30 15:57:07.812000+00:00,Touch,GREEN,moved,document 1029,,G3
2023-11-30 15:57:09.049000+00:00,Touch,GREEN,open,document 1029,,G3
2023-11-30 15:57:35.349000+00:00,Touch,BLUE,clear,sentence 'An affidavit filed by the Coast Guard Investigative Service states that the ship's engineer and second engineer told investigators that the captain failed to take action after two previous failures of the bow thruster.' in document 1010,,G3
2023-11-30 15:57:37.135000+00:00,Touch,BLUE,highlight,sentence 'The dock workers were hospitalized with mysterous burns and respiratory illnesses.' in document 1010,,G3
2023-11-30 15:57:46.705000+00:00,Touch,BLUE,close,document 1010,,G3
2023-11-30 15:57:48.123000+00:00,Touch,BLUE,open,document 1039,,G3
2023-11-30 15:57:49.026000+00:00,Touch,BLUE,close,document 1039,,G3
2023-11-30 15:57:53.931000+00:00,Touch,GREEN,moved,selected documents including 1053,,G3
2023-11-30 15:57:54.623000+00:00,Touch,GREEN,open,document 1053,,G3
2023-11-30 15:58:21.270000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:58:30.786000+00:00,Touch,BLUE,open,document 1059,,G3
2023-11-30 15:58:35.646000+00:00,Touch,GREEN,searching,HERNANDEZ,,G3
2023-11-30 15:58:35.879000+00:00,Touch,GREEN,searching,for too short text,,G3
2023-11-30 15:58:35.942000+00:00,Touch,GREEN,search,cleared,,G3
2023-11-30 15:58:36.092000+00:00,Touch,GREEN,searching,for too short text,,G3
2023-11-30 15:58:36.198000+00:00,Touch,GREEN,search,cleared,,G3
2023-11-30 15:58:59.631000+00:00,Touch,GREEN,searching,HERNANDEZ,,G3
2023-11-30 15:59:04.492000+00:00,Touch,BLUE,close,document 1059,,G3
2023-11-30 15:59:06.128000+00:00,Touch,BLUE,open,document 1013,,G3
2023-11-30 15:59:06.139000+00:00,Touch,GREEN,open,document 1051,,G3
2023-11-30 15:59:29.859000+00:00,Touch,BLUE,close,document 1013,,G3
2023-11-30 15:59:30.971000+00:00,Touch,BLUE,open,document 1019,,G3
2023-11-30 15:59:31.661000+00:00,Touch,BLUE,close,document 1019,,G3
2023-11-30 15:59:32.800000+00:00,Touch,BLUE,open,document 1001,,G3
2023-11-30 15:59:47.204000+00:00,Touch,BLUE,searching,DII,,G3
2023-11-30 15:59:51.726000+00:00,Touch,GREEN,stopped,scrolling Document 1051,,G3
2023-11-30 15:59:53.769000+00:00,Touch,BLUE,searching,DIARRHEA,,G3
2023-11-30 16:00:32.712000+00:00,Voice,BLUE,sort,date,,G3
2023-11-30 16:00:41.470000+00:00,Touch,BLUE,open,document 1050,,G3
2023-11-30 16:00:57.251000+00:00,Touch,BLUE,highlight,sentence 'Officials plan to briefly halt operations this week for a review of progress.' in document 1050,,G3
2023-11-30 16:00:57.811000+00:00,Touch,BLUE,highlight,"sentence 'The Army said Friday that 2,894 gallons of Lewisite have been neutralized at the facility over the past six months' in document 1050",,G3
2023-11-30 16:00:58.240000+00:00,Touch,BLUE,highlight,"sentence 'The Annex reported that the agent drained into the Toxic Cubicle, a pit in the floor prevents the agent from reaching other parts of the facility.' in document 1050",,G3
2023-11-30 16:01:21.876000+00:00,Touch,BLUE,open,document 1033,,G3
2023-11-30 16:01:21.977000+00:00,Touch,BLUE,moved,document 1033,,G3
2023-11-30 16:01:25.373000+00:00,Voice,GREEN,searching,boynton,,G3
2023-11-30 16:01:58.150000+00:00,Voice,GREEN,searching,disease,,G3
2023-11-30 16:02:02.393000+00:00,Voice,GREEN,searching,teens,,G3
2023-11-30 16:02:06.554000+00:00,Touch,BLUE,moved,document 1033,,G3
2023-11-30 16:02:10.980000+00:00,Touch,GREEN,searching,LILY,,G3
2023-11-30 16:02:28.765000+00:00,Touch,GREEN,moved,document 1054,,G3
2023-11-30 16:02:29.537000+00:00,Touch,GREEN,moved,document 1054,,G3
2023-11-30 16:02:37.711000+00:00,Touch,GREEN,close,document 1051,,G3
2023-11-30 16:02:40.758000+00:00,Touch,GREEN,close,document 1036,,G3
2023-11-30 16:02:42.452000+00:00,Touch,GREEN,open,document 1054,,G3
2023-11-30 16:02:43.524000+00:00,Touch,GREEN,open,document 1004,,G3
2023-11-30 16:02:46.174000+00:00,Touch,GREEN,close,document 1004,,G3
2023-11-30 16:02:51.352000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 16:03:04.170000+00:00,Touch,BLUE,searching,WEBMASTER,Switched to touch after searching with speech failed,G3
2023-11-30 16:03:21.938000+00:00,Touch,BLUE,searching,COPYRIGHT,,G3
2023-11-30 16:03:25.483000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 16:03:42.090000+00:00,Touch,BLUE,open,document 1005,,G3
2023-11-30 16:03:54.412000+00:00,Voice,GREEN,searching,Dorfman,,G3
2023-11-30 16:04:00.340000+00:00,Touch,GREEN,close,document 1033,,G3
2023-11-30 16:04:01.414000+00:00,Touch,GREEN,close,document 1050,,G3
2023-11-30 16:04:02.745000+00:00,Touch,GREEN,close,document 1037,,G3
2023-11-30 16:04:06.656000+00:00,Touch,GREEN,close,document 1053,,G3
2023-11-30 16:04:07.731000+00:00,Touch,GREEN,close,document 1029,,G3
2023-11-30 16:04:10.852000+00:00,Touch,GREEN,close,document 1005,,G3
2023-11-30 16:04:11.980000+00:00,Touch,GREEN,open,document 1005,,G3
2023-11-30 16:04:13.732000+00:00,Touch,GREEN,close,document 1001,,G3
2023-11-30 16:04:15.086000+00:00,Touch,GREEN,open,document 1001,,G3
2023-11-30 16:04:20.757000+00:00,Touch,GREEN,open,document 1030,,G3
2023-11-30 16:05:22.335000+00:00,Touch,BLUE,highlight,"sentence 'He asked the state legislators to consider repealing unfunded mandates, which are difficult to implement without funding in place.' in document 1005",,G3
2023-11-30 16:05:26.139000+00:00,Touch,BLUE,stopped,scrolling Document 1005,,G3
2023-11-30 16:05:42.222000+00:00,Touch,GREEN,open,document 1004,,G3
2023-11-30 16:05:48.678000+00:00,Touch,BLUE,open,document 1007,,G3
2023-11-30 16:06:11.836000+00:00,Touch,BLUE,resized,document 1007,,G3
2023-11-30 16:06:12.398000+00:00,Touch,BLUE,resized,document 1007,,G3
2023-11-30 16:06:12.666000+00:00,Touch,BLUE,moved,document 1002,,G3
2023-11-30 16:06:13.355000+00:00,Touch,BLUE,resized,document 1007,,G3
2023-11-30 16:06:13.836000+00:00,Touch,BLUE,resized,document 1007,,G3
2023-11-30 16:06:13.960000+00:00,Touch,BLUE,resized,document 1007,,G3
2023-11-30 16:06:14.053000+00:00,Touch,BLUE,resized,document 1007,,G3
2023-11-30 16:06:15.958000+00:00,Touch,BLUE,stopped,scrolling Document 1007,,G3
2023-11-30 16:06:25.153000+00:00,Voice,BLUE,searching,bar,,G3
2023-11-30 16:06:31.604000+00:00,Voice,BLUE,deselect,document 1,,G3
2023-11-30 16:06:36.289000+00:00,Voice,BLUE,deselect,all documents,,G3
2023-11-30 16:06:43.024000+00:00,Touch,BLUE,searching,BEER,,G3
2023-11-30 16:06:49.324000+00:00,Voice,GREEN,searching,leader,,G3
2023-11-30 16:06:53.575000+00:00,Voice,GREEN,searching,killed,,G3
2023-11-30 16:07:02.347000+00:00,Touch,GREEN,close,document 1004,,G3
2023-11-30 16:07:02.518000+00:00,Touch,GREEN,open,document 1004,,G3
2023-11-30 16:07:03.472000+00:00,Touch,GREEN,close,document 1004,,G3
2023-11-30 16:07:04.015000+00:00,Touch,GREEN,open,document 1008,,G3
2023-11-30 16:07:08.358000+00:00,Touch,GREEN,close,document 1008,,G3
2023-11-30 16:07:09.310000+00:00,Touch,GREEN,open,document 1004,,G3
2023-11-30 16:07:13.198000+00:00,Touch,GREEN,highlight,sentence ''He was talking about flowers' in document 1004,,G3
2023-11-30 16:07:14.182000+00:00,Touch,GREEN,highlight,sentence 'He said something like 'flowers' in document 1004,,G3
2023-11-30 16:07:17.785000+00:00,Touch,GREEN,close,document 1004,,G3
2023-11-30 16:07:18.384000+00:00,Touch,GREEN,open,document 1008,,G3
2023-11-30 16:07:18.405000+00:00,Touch,GREEN,moved,document 1008,,G3
2023-11-30 16:07:21.471000+00:00,Touch,BLUE,open,document 1057,,G3
2023-11-30 16:07:32.531000+00:00,Touch,GREEN,close,document 1008,,G3
2023-11-30 16:07:34.035000+00:00,Touch,GREEN,close,document 1054,,G3
2023-11-30 16:07:39.325000+00:00,Touch,GREEN,close,document 1030,,G3
2023-11-30 16:07:40.795000+00:00,Touch,GREEN,open,document 1017,,G3
2023-11-30 16:07:47.602000+00:00,Touch,BLUE,select,document 1057,,G3
2023-11-30 16:07:50.781000+00:00,Touch,BLUE,select,document 1007,,G3
2023-11-30 16:07:58.060000+00:00,Touch,BLUE,add,tag PARTY,,G3
2023-11-30 16:08:00.923000+00:00,Touch,BLUE,tag,all selected articles with tag: PARTY,,G3
2023-11-30 16:08:15.798000+00:00,Touch,GREEN,close,document 1001,,G3
2023-11-30 16:08:17.544000+00:00,Touch,GREEN,moved,document 1059,,G3
2023-11-30 16:08:18.991000+00:00,Touch,GREEN,open,document 1059,,G3
2023-11-30 16:08:34.932000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G3
2023-11-30 16:08:48.011000+00:00,Touch,BLUE,stopped,scrolling Document 1059,,G3
2023-11-30 16:08:49.597000+00:00,Touch,BLUE,highlight,"sentence 'What can I do to prevent salmonellosis? Cook poultry, ground beef, and eggs thoroughly before eating. Do not eat or drink foods containing raw eggs, or raw unpasteurized milk. If you are served undercooked meat, poultry or eggs in a restaurant, don't hesitate to send it back to the kitchen for further cooking. Wash hands, kitchen work surfaces, and utensils with soap and water immediately after they have been in contact with raw meat or poultry. Be particularly careful with foods prepared for infants, the elderly, and the immunocompromised. Wash hands with soap after handling reptiles or birds, or after contact with pet feces. Avoid direct or even indirect contact between reptiles (turtles, iguanas, other lizards, snakes) and infants or immunocompromised persons. Don't work with raw poultry or meat, and an infant (e.g., feed, change diaper) at the same time. Mother's milk is the safest food for young infants. Breast-feeding prevents salmonellosis and many other health problems. Facts About Sulfur Mustard What sulfur mustard is Sulfur mustard is a type of chemical warfare agent. These kinds of agents are called vesicants or blistering agents, because they cause blistering of the skin and mucous membranes on contact. Sulfur mustard is also known as �mustard gas or mustard agent,� or by the military designations H, HD, and HT. Sulfur mustard sometimes smells like garlic, onions, or mustard and sometimes has no odor. It can be a vapor (the gaseous form of a liquid), an oily-textured liquid, or a solid. Sulfur mustard can be clear to yellow or brown when it is in liquid or solid form. Where sulfur mustard is found and how it is used Sulfur mustard is not found naturally in the environment. Sulfur mustard was introduced in World War I as a chemical warfare agent. Until recently, it was available for use in the treatment of a skin condition called psoriasis. Currently, it has no medical use. How people can be exposed to sulfur mustard If sulfur mustard is released into the air as a vapor, people can be exposed through skin contact, eye contact, or breathing. Sulfur mustard vapor can be carried long distances by wind. If sulfur mustard is released into water, people can be exposed by drinking the contaminated water or getting it on their skin. People can be exposed by coming in contact with liquid sulfur mustard. Sulfur mustard can last from 1 to 2 days in the environment under average weather conditions and from weeks to months under very cold conditions. Sulfur mustard breaks down slowly in the body, so repeated exposure may have a cumulative effect (that is, it can build up in the body). How sulfur mustard works Adverse health effects caused by sulfur mustard depend on the amount people are exposed to, the route of exposure, and the length of time that people are exposed. Sulfur mustard is a powerful irritant and blistering agent that damages the skin, eyes, and respiratory (breathing) tract. It damages DNA, a vital component of cells in the body. Sulfur mustard vapor is heavier than air, so it will settle in low-lying areas. Immediate signs and symptoms of sulfur mustard exposure Exposure to sulfur mustard is usually not fatal. When sulfur mustard was used during World War I, it killed fewer than 5% of the people who were exposed and got medical care. People may not know right away that they have been exposed, because sulfur mustard often has no smell or has a smell that might not cause alarm. Typically, signs and symptoms do not occur immediately. Depending on the severity of the exposure, symptoms may not occur for 2 to 24 hours. Some people are more sensitive to sulfur mustard than are other people, and may have symptoms sooner. Sulfur mustard can have the following effects on specific parts of the body: Skin: redness and itching of the skin may occur 2 to 48 hours after exposure and change eventually to yellow blistering of the skin. Eyes: irritation, pain, swelling, and tearing may occur within 3 to12 hours of a mild to moderate exposure. A severe exposure may cause symptoms within 1 to 2 hours and may include the symptoms of a mild or moderate exposure plus light sensitivity, severe pain, or blindness (lasting up to 10 days). Respiratory tract: runny nose, sneezing, hoarseness, bloody nose, sinus pain, shortness of breath, and cough within 12 to 24 hours of a mild exposure and within 2 to 4 hours of a severe exposure. Digestive tract: abdominal pain, diarrhea, fever, nausea, and vomiting. Showing these signs and symptoms does not necessarily mean that a person has been exposed to sulfur mustard. What the long-term health effects may be Exposure to sulfur mustard liquid is more likely to produce second- and third- degree burns and later scarring than is exposure to sulfur mustard vapor. Extensive skin burning can be fatal. Extensive breathing in of the vapors can cause chronic respiratory disease, repeated respiratory infections, or death. Extensive eye exposure can cause permanent blindness. Exposure to sulfur mustard may increase a person�s risk for lung and respiratory cancer. How people can protect themselves and what they should do if they are exposed to sulfur mustard Because no antidote exists for sulfur mustard exposure, the best thing to do is avoid it. Immediately leave the area where the sulfur mustard was released. Try to find higher ground, because sulfur mustard is heavier than air and will settle in low-lying areas. If avoiding sulfur mustard exposure is not possible, rapidly remove the sulfur mustard from the body. Getting the sulfur mustard off as soon as possible after exposure is the only effective way to prevent or decrease tissue damage to the body. Quickly remove any clothing that has liquid sulfur mustard on it. If possible, seal the clothing in a plastic bag, and then seal that bag inside a second plastic bag. Immediately wash any exposed part of the body (eyes, skin, etc.) thoroughly with plain, clean water. Eyes need to be flushed with water for 5 to 10 minutes. Do NOT cover eyes with bandages, but do protect them with dark glasses or goggles. If someone has ingested sulfur mustard, do NOT induce vomiting. Give the person milk to drink. Seek medical attention right away. Dial 911 and explain what has happened. How sulfur mustard exposure is treated The most important factor is removing sulfur mustard from the body.' in document 1059",,G3
